period,seriesId,Item,seriesDescription,stateId,stateDescription,value,unit
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OK,Oklahoma,91645.7,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OH,Ohio,391032.3,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AZ,Arizona,165735.6,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MO,Missouri,187012.8,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MN,Minnesota,192389.5,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MI,Michigan,351879.5,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ME,Maine,37222.0,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MD,Maryland,191430.2,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DC,District of Columbia,61267.7,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CT,Connecticut,165523.4,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),FL,Florida,490094.4,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AL,Alabama,120522.6,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AK,Alaska,26934.0,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AR,Arkansas,69176.3,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DE,Delaware,43559.6,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MS,Mississippi,66051.5,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ND,North Dakota,18115.1,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NC,North Carolina,277556.1,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MT,Montana,21935.4,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),HI,Hawaii,41089.4,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),GA,Georgia,305323.7,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WI,Wisconsin,180883.1,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WA,Washington,237594.0,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WY,Wyoming,17153.7,Million dollars
2000,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WV,West Virginia,42620.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),US,United States,10581929.0,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IN,Indiana,205325.1,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IL,Illinois,499618.4,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ID,Idaho,37740.9,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NJ,New Jersey,372819.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NM,New Mexico,55660.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NH,New Hampshire,47037.3,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NE,Nebraska,59634.3,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KY,Kentucky,117767.9,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KS,Kansas,88869.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IA,Iowa,94922.6,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MA,Massachusetts,294876.4,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CO,Colorado,185848.9,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),LA,Louisiana,138204.3,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),RI,Rhode Island,35940.1,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),PA,Pennsylvania,428463.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VA,Virginia,285663.4,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),UT,Utah,73042.5,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CA,California,1373270.8,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TX,Texas,780206.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TN,Tennessee,185917.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SC,South Carolina,119355.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NY,New York,876285.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SD,South Dakota,23626.9,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NV,Nevada,80968.6,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OR,Oregon,117002.4,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VT,Vermont,19467.1,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OK,Oklahoma,97505.3,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OH,Ohio,395864.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AZ,Arizona,172899.6,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MO,Missouri,190388.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MN,Minnesota,196869.4,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MI,Michigan,349127.5,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DC,District of Columbia,65620.0,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ME,Maine,38925.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MD,Maryland,205276.0,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CT,Connecticut,171124.4,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),FL,Florida,519140.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AL,Alabama,123534.5,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AK,Alaska,28660.9,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AR,Arkansas,71099.6,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DE,Delaware,46373.8,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MS,Mississippi,67750.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ND,North Dakota,18976.9,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NC,North Carolina,287317.1,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MT,Montana,22798.0,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),HI,Hawaii,42500.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),GA,Georgia,316872.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WI,Wisconsin,188662.8,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WA,Washington,237978.2,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WY,Wyoming,18741.7,Million dollars
2001,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WV,West Virginia,44105.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),US,United States,10929108.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IN,Indiana,213419.6,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IL,Illinois,511485.9,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ID,Idaho,38990.7,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NJ,New Jersey,385045.6,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NM,New Mexico,57718.3,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NH,New Hampshire,49109.6,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NE,Nebraska,61569.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KS,Kansas,91359.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IA,Iowa,98669.4,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MA,Massachusetts,299915.8,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CO,Colorado,189604.6,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),LA,Louisiana,140082.8,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),RI,Rhode Island,37891.2,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KY,Kentucky,122731.2,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),PA,Pennsylvania,440887.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VA,Virginia,294929.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),UT,Utah,76289.4,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CA,California,1419321.8,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TX,Texas,796357.3,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TN,Tennessee,195386.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SC,South Carolina,124765.2,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NY,New York,885386.2,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SD,South Dakota,26343.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NV,Nevada,85541.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OR,Oregon,120556.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VT,Vermont,20383.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OK,Oklahoma,99916.9,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OH,Ohio,411191.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AZ,Arizona,180844.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MO,Missouri,197399.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MN,Minnesota,204061.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MI,Michigan,363372.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DC,District of Columbia,70078.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ME,Maine,40664.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MD,Maryland,217001.4,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CT,Connecticut,172929.7,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),FL,Florida,553359.9,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AL,Alabama,128380.9,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AK,Alaska,29884.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AR,Arkansas,74453.1,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DE,Delaware,45865.4,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MS,Mississippi,69704.9,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ND,North Dakota,20195.6,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NC,North Carolina,297653.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MT,Montana,23886.0,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),HI,Hawaii,44949.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),GA,Georgia,326017.9,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WY,Wyoming,19160.8,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WI,Wisconsin,195541.5,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WA,Washington,245629.8,Million dollars
2002,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WV,West Virginia,45627.4,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),US,United States,11456450.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IN,Indiana,225349.3,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ID,Idaho,40778.6,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NJ,New Jersey,399996.5,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NM,New Mexico,62867.9,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NH,New Hampshire,51609.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NE,Nebraska,66471.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IL,Illinois,528577.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KS,Kansas,95236.3,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IA,Iowa,105329.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MA,Massachusetts,309736.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CO,Colorado,195137.6,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),LA,Louisiana,155198.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),RI,Rhode Island,39787.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),PA,Pennsylvania,460478.3,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KY,Kentucky,128289.6,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VA,Virginia,311093.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),UT,Utah,79504.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CA,California,1498578.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AR,Arkansas,79009.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TX,Texas,840860.8,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TN,Tennessee,204665.9,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SD,South Dakota,27305.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SC,South Carolina,131509.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NY,New York,908535.2,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NV,Nevada,91365.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OR,Oregon,126822.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VT,Vermont,21398.5,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OK,Oklahoma,106175.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OH,Ohio,425530.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AZ,Arizona,194318.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MO,Missouri,206005.2,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MN,Minnesota,215975.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MI,Michigan,376123.8,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DC,District of Columbia,74047.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ME,Maine,42493.4,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MD,Maryland,226803.4,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CT,Connecticut,177814.8,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),FL,Florida,590284.8,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DE,Delaware,47839.6,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AL,Alabama,135212.6,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AK,Alaska,32115.8,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MS,Mississippi,74418.4,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ND,North Dakota,22129.9,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NC,North Carolina,310200.3,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MT,Montana,25781.1,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),HI,Hawaii,48420.7,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),GA,Georgia,339540.5,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WY,Wyoming,21199.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WI,Wisconsin,203814.0,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WA,Washington,254720.2,Million dollars
2003,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),WV,West Virginia,47230.4,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),US,United States,12217196.0,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IN,Indiana,239278.5,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ID,Idaho,44732.9,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NJ,New Jersey,415490.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NM,New Mexico,70593.4,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NH,New Hampshire,54545.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NE,Nebraska,70445.4,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IL,Illinois,560079.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KS,Kansas,98913.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),IA,Iowa,117149.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MA,Massachusetts,324919.0,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CO,Colorado,203743.3,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),LA,Louisiana,170999.6,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),RI,Rhode Island,42578.2,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),PA,Pennsylvania,486384.5,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),KY,Kentucky,135694.5,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VA,Virginia,331815.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),UT,Utah,86766.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CA,California,1585081.4,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AR,Arkansas,85928.6,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TX,Texas,921230.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),TN,Tennessee,219862.4,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SD,South Dakota,29380.9,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),SC,South Carolina,136679.9,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NY,New York,958565.3,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NV,Nevada,104132.0,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OR,Oregon,136495.9,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),VT,Vermont,22986.3,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OK,Oklahoma,114237.5,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),OH,Ohio,447813.3,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AZ,Arizona,207246.3,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MO,Missouri,216977.5,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MN,Minnesota,231949.4,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MI,Michigan,388764.6,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DC,District of Columbia,80600.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ME,Maine,45233.1,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MD,Maryland,243449.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),CT,Connecticut,194722.9,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),FL,Florida,647041.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),DE,Delaware,51674.1,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AL,Alabama,148379.1,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),AK,Alaska,35389.5,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MS,Mississippi,78680.1,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),ND,North Dakota,23209.6,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),NC,North Carolina,329017.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),MT,Montana,28138.8,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),HI,Hawaii,52625.7,Million dollars
2004,GDPRV,GDP_Nominal,Current-dollar gross domestic product (GDP),GA,Georgia,364530.1,Million dollars
